f150_descripcion;f120_referencia;f121_id_barras_principal;f120_descripcion;f117_descripcion_color;f121_id_ext1_detalle;f121_id_ext2_detalle;CATEGORIA;LINEA;MARCA;COLECCION;SECTOR;f400_fecha_ult_entrada;f400_fecha_ult_salida;f400_cant_existencia_1;f400_cant_comprometida_1;f400_cant_pendiente_salir_1;FECHA MINIMA ENTRADA;FECHA MAXIMA ENTRADA;FECHA MINIMA SALIDA;FECHA MAXIMA SALIDA
PUENTE ARANDA;PF31340177                                        ;7706718550532;SHORT ZARA TWILL;AMARILLO MOSTAZA;702;6;RAGSTYLE;SHORT;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;SHORT                                   ;06/06/2022;NULL;1;0;0;6/06/2022;6/06/2022;6/06/2022;6/06/2022
MAYORCA;PF31340177                                        ;7706718550464;SHORT ZARA TWILL;ROJO VINO;630;8;RAGSTYLE;SHORT;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;SHORT                                   ;19/07/2023;28/01/2024;3;0;0;5/01/2022;19/07/2023;5/01/2022;5/01/2022
GUAYABAL 2;PF31340177                                        ;7706718550457;SHORT ZARA TWILL;ROJO VINO;630;6;RAGSTYLE;SHORT;RAGSTYLE                                ;OCTUBRE RAGSTYLE 2021;SHORT                                   ;12/01/2024;29/01/2025;1;0;0;12/01/2024;12/01/2024;12/01/2024;12/01/2024
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51510111                                        ;7706718550624;VESTIDO DOMINIKA;AZUL MEDIO;420;S                   ;FORMETOO;VESTIDO;FORMETOO                                ;PROMOCION ENERO ECOMMERCE;VESTIDO CORTO DE TIRAS                  ;27/12/2022;05/11/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51510111                                        ;7706718550617;VESTIDO DOMINIKA;AZUL MEDIO;420;M                   ;FORMETOO;VESTIDO;FORMETOO                                ;PROMOCION ENERO ECOMMERCE;VESTIDO CORTO DE TIRAS                  ;27/12/2022;21/05/2024;1;0;0;NULL;NULL;NULL;NULL
VIVA BARRANQUILLA;PF14130003                                        ;7706718551089;BLAZER LINEA;NEGRO;1;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;14/02/2023;11/06/2023;1;0;0;20/01/2022;14/02/2023;20/01/2022;20/01/2022
MAYORCA 3;PF14130003                                        ;7706718551089;BLAZER LINEA;NEGRO;1;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;01/04/2025;18/11/2023;1;0;0;20/01/2022;1/04/2025;20/01/2022;20/01/2022
MAYORCA 3;PF14130003                                        ;7706718551102;BLAZER LINEA;NEGRO;1;XL                  ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;01/04/2025;14/03/2023;1;0;0;20/01/2022;1/04/2025;20/01/2022;20/01/2022
LA 35;PF14130003                                        ;7706718551096;BLAZER LINEA;NEGRO;1;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;13/02/2024;20/03/2025;1;0;0;10/02/2023;13/02/2024;10/02/2023;10/02/2023
GUAYABAL 1;PF14130003                                        ;7706718551096;BLAZER LINEA;NEGRO;1;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;22/07/2025;05/07/2025;1;0;0;20/01/2022;22/07/2025;20/01/2022;20/01/2022
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718551096;BLAZER LINEA;NEGRO;1;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;6;0;0;18/01/2022;23/01/2025;18/01/2022;18/01/2022
PRODUCTO TERMINADO ECOMMERCE;PF14130003                                        ;7706718551096;BLAZER LINEA;NEGRO;1;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;08/12/2024;21/07/2025;4;0;0;18/01/2022;8/12/2024;18/01/2022;18/01/2022
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718551089;BLAZER LINEA;NEGRO;1;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;1;0;0;18/01/2022;23/01/2025;18/01/2022;18/01/2022
NUESTRO MONTERIA;PF14130003                                        ;7706718551096;BLAZER LINEA;NEGRO;1;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;14/11/2023;30/01/2024;1;0;0;20/01/2022;14/11/2023;20/01/2022;20/01/2022
PUENTE ARANDA;PF14130003                                        ;7706718551072;BLAZER LINEA;NEGRO;1;L                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;26/02/2025;19/02/2025;1;0;0;20/01/2022;26/02/2025;20/01/2022;20/01/2022
PEREIRA PLAZA;PF14130003                                        ;7706718551096;BLAZER LINEA;NEGRO;1;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;31/07/2025;22/07/2025;1;0;0;20/01/2022;31/07/2025;20/01/2022;20/01/2022
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF14130003                                        ;7706718551089;BLAZER LINEA;NEGRO;1;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;04/04/2024;07/01/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718551072;BLAZER LINEA;NEGRO;1;L                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;12;0;0;18/01/2022;23/01/2025;18/01/2022;18/01/2022
LA 35;PF14130003                                        ;7706718551102;BLAZER LINEA;NEGRO;1;XL                  ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;13/02/2024;28/04/2023;1;0;0;10/02/2023;13/02/2024;10/02/2023;10/02/2023
GUAYABAL 1;PF14130003                                        ;7706718639718;BLAZER LINEA;AZUL OSCURO;401;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;10/02/2023;20/04/2023;1;0;0;10/02/2023;10/02/2023;10/02/2023;10/02/2023
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718639718;BLAZER LINEA;AZUL OSCURO;401;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;8;0;0;6/02/2023;23/01/2025;6/02/2023;6/02/2023
GUAYABAL 1;PF14130003                                        ;7706718639640;BLAZER LINEA;BLANCO;100;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;13/11/2024;23/07/2025;1;0;0;10/02/2023;13/11/2024;10/02/2023;10/02/2023
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718639640;BLAZER LINEA;BLANCO;100;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;31;0;0;6/02/2023;23/01/2025;6/02/2023;6/02/2023
GUAYABAL 1;PF14130003                                        ;7706718639626;BLAZER LINEA;BLANCO;100;L                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;14/09/2024;10/05/2023;1;0;0;10/02/2023;14/09/2024;10/02/2023;10/02/2023
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF14130003                                        ;7706718639633;BLAZER LINEA;BLANCO;100;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;13/05/2025;12/03/2025;1;0;0;NULL;NULL;NULL;NULL
FRANQUICIAS;PF14130003                                        ;7706718639770;BLAZER LINEA;ROJO PURO;600;XL                  ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;16/07/2025;10/07/2025;1;0;0;10/02/2023;16/07/2025;10/02/2023;10/02/2023
FRANQUICIAS;PF14130003                                        ;7706718639725;BLAZER LINEA;AZUL OSCURO;401;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;10/02/2023;19/07/2023;1;0;0;10/02/2023;10/02/2023;10/02/2023;10/02/2023
LOS MOLINOS;PF14130003                                        ;7706718639718;BLAZER LINEA;AZUL OSCURO;401;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;03/05/2025;09/03/2023;1;0;0;10/02/2023;3/05/2025;10/02/2023;10/02/2023
PEREIRA PLAZA;PF14130003                                        ;7706718639718;BLAZER LINEA;AZUL OSCURO;401;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;10/02/2023;24/06/2023;1;0;0;10/02/2023;10/02/2023;10/02/2023;10/02/2023
PUENTE ARANDA;PF14130003                                        ;7706718639763;BLAZER LINEA;ROJO PURO;600;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;20/01/2025;18/03/2023;1;0;0;10/02/2023;20/01/2025;10/02/2023;10/02/2023
MAYORCA 3;PF14130003                                        ;7706718639718;BLAZER LINEA;AZUL OSCURO;401;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;07/06/2025;28/03/2023;1;0;0;10/02/2023;7/06/2025;10/02/2023;10/02/2023
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718639749;BLAZER LINEA;ROJO PURO;600;L                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;1;0;0;6/02/2023;23/01/2025;6/02/2023;6/02/2023
PRODUCTO TERMINADO ECOMMERCE;PF14130003                                        ;7706718639749;BLAZER LINEA;ROJO PURO;600;L                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;20/01/2025;28/02/2025;1;0;0;8/06/2023;20/01/2025;8/06/2023;8/06/2023
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718639770;BLAZER LINEA;ROJO PURO;600;XL                  ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;2;0;0;6/02/2023;23/01/2025;6/02/2023;6/02/2023
PRODUCTO TERMINADO RAGGED;PF14130003                                        ;7706718639725;BLAZER LINEA;AZUL OSCURO;401;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;23/01/2025;21/01/2025;1;0;0;6/02/2023;23/01/2025;6/02/2023;6/02/2023
LA 65;PF14130003                                        ;7706718639763;BLAZER LINEA;ROJO PURO;600;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;07/03/2025;20/11/2024;1;0;0;10/01/2024;7/03/2025;10/01/2024;10/01/2024
LA 65;PF14130003                                        ;7706718639718;BLAZER LINEA;AZUL OSCURO;401;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;06/08/2024;07/06/2025;1;0;0;18/06/2023;6/08/2024;18/06/2023;18/06/2023
PUENTE ARANDA;PF14130003                                        ;7706718639701;BLAZER LINEA;AZUL OSCURO;401;L                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;14/07/2024;21/04/2023;1;0;0;10/02/2023;14/07/2024;10/02/2023;10/02/2023
PUENTE ARANDA;PF14130003                                        ;7706718639732;BLAZER LINEA;AZUL OSCURO;401;XL                  ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;14/07/2024;23/03/2023;1;0;0;10/02/2023;14/07/2024;10/02/2023;10/02/2023
PUERTA DEL NORTE;PF14130003                                        ;7706718639633;BLAZER LINEA;BLANCO;100;M                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;01/07/2024;19/05/2024;1;0;0;13/02/2024;1/07/2024;13/02/2024;13/02/2024
SANTA FE;PF14130003                                        ;7706718639725;BLAZER LINEA;AZUL OSCURO;401;S                   ;PRIME;CHAQUETA;RAGGED                                  ;PRIME RAGGED                            ;CHAQUETA M/LARGA                        ;21/05/2023;30/04/2023;1;0;0;10/02/2023;21/05/2023;10/02/2023;10/02/2023
EMPAQUE SIN COSTO;CE0065                                            ;N/A;CAJA MEDIANA RAGGED (CE0005);GENERICO;GEN                 ;GEN                 ;CAJA MEDIANA RAGGED                     ;NA;RAGGED                                  ;NA;NA;21/02/2025;31/07/2025;376;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0066                                            ;N/A;CAJA RE-MINI RAGGED (CE0036);GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;26/05/2025;31/07/2025;556;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0067                                            ;N/A;CAJA MINI RAGGED (CE0034);GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;26/05/2025;31/07/2025;417;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0068                                            ;N/A;CAJA PEQUENA RAGGED (CE0035);GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;31/07/2025;31/07/2025;989;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0069                                            ;N/A;ESTUCHE MEDIAS (CE0013);GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;24/10/2023;24/10/2023;3490;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0072                                            ;N/A;PORTA ACCESORIOS GRANDE R_PETITE (CE0022;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;24/10/2023;24/10/2023;19382;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0073                                            ;N/A;PORTA ACCESORIOS PEQUENO R_PETITE (CE002;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;24/10/2023;24/10/2023;38068;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0074                                            ;N/A;PORTA ACCESORIOS SET COLLAR R_PETITE (CE;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;24/10/2023;24/10/2023;9172;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0075                                            ;N/A;ROLLO IMPRESION PDV COPIA AMARILLA (CE00;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;07/02/2025;17/10/2024;279;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0076                                            ;N/A;ROLLO TERMICO IMPRESION LOGO RAGGED (CE0;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;12/07/2025;31/07/2025;282;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0078                                            ;N/A;CINTA IMPRESA RAGGED 72MM X 100M (CE0047;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;18/06/2025;31/07/2025;182;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0080                                            ;N/A;CINTA TRANSPARENTE ATR 722MM X 100 (CE00;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;12/06/2025;31/07/2025;225;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0081                                            ;N/A;ETIQUETA GAFAS (CE0055);GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;15/02/2024;25/07/2025;3989;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0082                                            ;N/A;BOLSA RAGGED PEQUENA BIODEGRADABLE (CE00;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;31/01/2025;23/07/2025;17678;0;0;NULL;NULL;NULL;NULL
EMPAQUE SIN COSTO;CE0083                                            ;N/A;BOLSA RAGGED GRANDE BIODEGRADABLE (CE005;GENERICO;GEN                 ;GEN                 ;NA;NA;NA;NA;NA;02/08/2024;31/07/2025;2300;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12510264                                        ;7706718551959;VESTIDO OJALILLO;NEGRO;1;L                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;DICIEMBRE RAGGED C3 2021;VESTIDO CORTO MANGA SISA                ;02/02/2024;28/01/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120546                                        ;7706718568926;CROP TOP MYKONOS;ROJO CARNAUBA;615;M                   ;RAGGED;CAMISETA;RAGGED                                  ;OCTUBRE RAGGED C5 2021;CAMISETA MANGA SISA                     ;25/06/2025;28/01/2025;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF31510945                                        ;7706718580096;VESTIDO SAHARA;ROSADO OSCURO;651;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;OCTUBRE RAGSTYLE PROMO 2023;VESTIDO LARGO DE TIRAS                  ;16/03/2025;14/08/2024;1;0;0;30/10/2023;16/03/2025;30/10/2023;30/10/2023
GUAYABAL 2;PF51320053                                        ;7706718553953;FALDA PALM;CALIDAD TIPO B;0;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;DICIEMBRE RAGGED C1 2021;FALDA CORTA                             ;05/02/2022;23/12/2024;1;0;0;5/02/2022;5/02/2022;5/02/2022;5/02/2022
GUAYABAL 2;PF51320053                                        ;7706718553991;FALDA PALM;AZUL MEDIO;420;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;DICIEMBRE RAGGED C1 2021;FALDA CORTA                             ;11/01/2025;05/04/2025;1;0;0;29/05/2023;11/01/2025;29/05/2023;29/05/2023
TERMINAL DEL NORTE;PF51320053                                        ;7706718553991;FALDA PALM;AZUL MEDIO;420;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;DICIEMBRE RAGGED C1 2021;FALDA CORTA                             ;08/07/2025;08/05/2025;20;0;0;24/06/2022;8/07/2025;24/06/2022;24/06/2022
CONSIGNACION CAROLINA MACHADO;PF51320053                                        ;7706718553991;FALDA PALM;AZUL MEDIO;420;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;DICIEMBRE RAGGED C1 2021;FALDA CORTA                             ;11/06/2025;06/06/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12510263                                        ;7706718554110;VESTIDO LARGO MALIBU;ROJO CARNAUBA;615;L                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;DICIEMBRE RAGGED C1 2021;VESTIDO LARGO MANGA SISA                ;14/07/2025;08/11/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12510263                                        ;7706718554158;VESTIDO LARGO MALIBU;ROJO CARNAUBA;615;XS                  ;GLAM WORDS;VESTIDO;RAGGED                                  ;DICIEMBRE RAGGED C1 2021;VESTIDO LARGO MANGA SISA                ;06/11/2024;23/02/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12510263                                        ;7706718554127;VESTIDO LARGO MALIBU;ROJO CARNAUBA;615;M                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;DICIEMBRE RAGGED C1 2021;VESTIDO LARGO MANGA SISA                ;28/05/2024;09/08/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11511057                                        ;7706718554295;VESTIDO MARRUECOS;ROJO VINO;630;XL                  ;TRENDS;VESTIDO;RAGGED                                  ;PROMOCION SEPTIEMBRE 2022;VESTIDO LARGO DE TIRAS                  ;19/07/2023;18/07/2023;1;0;0;NULL;NULL;NULL;NULL
PUENTE ARANDA;PF51320052                                        ;7706718554387;FALDA DENIM FAROLES;AZUL CLARO;450;8;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;OCTUBRE RAGGED PROMO 2023;FALDA CORTA                             ;09/04/2024;14/12/2024;1;0;0;30/11/2022;9/04/2024;30/11/2022;30/11/2022
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51320052                                        ;7706718554332;FALDA DENIM FAROLES;CALIDAD TIPO B;0;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;OCTUBRE RAGGED PROMO 2023;FALDA CORTA                             ;28/12/2023;25/01/2023;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31112545                                        ;7706718555162;CAMISA POPELIN ANUDADO;BLANCO;100;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISA MANGA 3/4                        ;11/07/2025;11/07/2025;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO ECOMMERCE;PF31112552                                        ;7706718555421;BLUSA AGALA;COBRE;220;L                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;CAMISA DE TIRAS                         ;07/04/2022;09/04/2023;2;0;0;7/04/2022;7/04/2022;7/04/2022;7/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31112552                                        ;7706718555452;BLUSA AGALA;COBRE;220;XS                  ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;CAMISA DE TIRAS                         ;07/04/2022;13/12/2022;4;0;0;7/04/2022;7/04/2022;7/04/2022;7/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31112552                                        ;7706718555445;BLUSA AGALA;COBRE;220;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;CAMISA DE TIRAS                         ;07/04/2022;02/04/2023;8;0;0;7/04/2022;7/04/2022;7/04/2022;7/04/2022
LA 65;PF51320054                                        ;7706718555742;FALDA BURANO;NEGRO;1;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;PROMO ESPECIAL JULIO 2022;FALDA CORTA                             ;18/05/2024;27/02/2025;2;0;0;5/01/2022;18/05/2024;5/01/2022;5/01/2022
TERMINAL DEL NORTE;PF51320054                                        ;7706718555742;FALDA BURANO;NEGRO;1;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;PROMO ESPECIAL JULIO 2022;FALDA CORTA                             ;14/12/2023;11/05/2024;3;0;0;4/08/2022;14/12/2023;4/08/2022;4/08/2022
LA 35;PF51320054                                        ;7706718555742;FALDA BURANO;NEGRO;1;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;PROMO ESPECIAL JULIO 2022;FALDA CORTA                             ;01/12/2022;29/02/2024;1;0;0;11/08/2022;1/12/2022;11/08/2022;11/08/2022
UNICO BARRANQUILLA;PF51320054                                        ;7706718555742;FALDA BURANO;NEGRO;1;6;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;PROMO ESPECIAL JULIO 2022;FALDA CORTA                             ;11/03/2024;30/11/2024;3;0;0;11/12/2021;11/03/2024;11/12/2021;11/12/2021
UNICO BARRANQUILLA;PF51320054                                        ;7706718555759;FALDA BURANO;NEGRO;1;8;FOR ME TOO JEANS WEAR                   ;FALDA;FORMETOO                                ;PROMO ESPECIAL JULIO 2022;FALDA CORTA                             ;21/06/2022;21/05/2025;2;0;0;11/12/2021;21/06/2022;11/12/2021;11/12/2021
CONSIGNACION CAROLINA MACHADO;PF12510268                                        ;7706718555834;VESTIDO JORDANIAN;NEGRO;1;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;VESTIDO CORTO MANGA CORTA               ;27/04/2022;22/07/2025;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12510268                                        ;7706718555834;VESTIDO JORDANIAN;NEGRO;1;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;VESTIDO CORTO MANGA CORTA               ;30/06/2023;27/04/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12510268                                        ;7706718555889;VESTIDO JORDANIAN;BLANCO CRUDO;101;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;VESTIDO CORTO MANGA CORTA               ;11/06/2025;03/04/2025;4;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12510268                                        ;7706718555889;VESTIDO JORDANIAN;BLANCO CRUDO;101;S                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;VESTIDO CORTO MANGA CORTA               ;05/03/2025;12/03/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12510268                                        ;7706718555865;VESTIDO JORDANIAN;BLANCO CRUDO;101;L                   ;GLAM WORDS;VESTIDO;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;VESTIDO CORTO MANGA CORTA               ;15/04/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12110572                                        ;7706718556374;CAMISA BERSHKA;BLANCO;100;S                   ;GLAM WORDS;CAMISA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISA MANGA LARGA                      ;17/06/2024;21/06/2024;1;0;0;NULL;NULL;NULL;NULL
PUENTE ARANDA;PF12110572                                        ;7706718611554;CAMISA BERSHKA;VERDE SALVIA;360;XL                  ;GLAM WORDS;CAMISA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISA MANGA LARGA                      ;25/07/2024;23/05/2023;1;0;0;23/03/2023;25/07/2024;23/03/2023;23/03/2023
PRODUCTO TERMINADO ECOMMERCE;PF12110572                                        ;7706718611554;CAMISA BERSHKA;VERDE SALVIA;360;XL                  ;GLAM WORDS;CAMISA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISA MANGA LARGA                      ;13/09/2023;31/05/2025;4;0;0;23/03/2023;13/09/2023;23/03/2023;23/03/2023
PUENTE ARANDA;PF12110573                                        ;7706718556596;BLUSA CAMELIA;AMARILLO MOSTAZA;702;XS                  ;GLAM WORDS;CAMISA;RAGGED                                  ;NOVIEMBRE RAGGED C2 2021;CAMISA MANGA 3/4                        ;23/06/2022;24/09/2023;1;0;0;17/11/2021;23/06/2022;17/11/2021;17/11/2021
PRODUCTO TERMINADO ECOMMERCE;PF51350260                                        ;7706718556862;JEANS BURANO;NEGRO;1;6;FOR ME TOO JEANS WEAR                   ;JEANS;FORMETOO                                ;PRECIOS ESPECIALES;JEANS BOTA ANCHA                        ;11/12/2024;15/10/2024;7;0;0;8/11/2021;11/12/2024;8/11/2021;8/11/2021
